VENUE,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,SPREAD
Home,40,81,11,27,8,17,3,37,40,27,21,9,10,5,99,0
Road,40,83,12,33,17,25,6,36,42,23,23,8,19,4,109,3
Home,39,89,5,25,20,24,11,36,47,20,25,8,18,3,103,-3
Road,41,88,4,15,7,13,16,37,53,23,15,4,17,4,93,2.5
Home,37,87,8,29,10,15,13,30,43,17,16,9,12,6,92,-2.5
Road,34,76,7,25,19,24,13,22,35,23,19,10,17,2,94,-5.5
Home,37,64,3,10,20,22,4,30,34,23,24,10,20,2,97,5.5
Road,38,81,12,28,21,36,12,39,51,27,16,7,14,8,109,-5
Home,42,90,2,10,9,12,7,33,40,26,29,7,11,1,95,5
Road,48,93,9,23,17,27,9,31,40,19,23,9,9,1,122,7
Home,46,93,7,19,24,31,14,33,47,30,20,4,14,4,123,-7
Road,40,85,12,25,12,16,5,27,32,28,26,11,16,1,104,4
Home,41,80,6,24,19,27,11,33,44,23,16,9,18,6,107,-4
Road,31,78,8,21,15,27,7,29,36,20,24,10,10,3,85,3
Home,39,80,9,21,19,23,9,42,51,26,26,6,14,2,106,-3
Road,39,81,6,20,14,18,6,41,47,26,19,7,14,7,98,1
Home,36,100,7,31,16,19,20,31,51,18,15,7,9,3,95,-1
Road,34,87,4,31,19,22,13,25,38,17,22,14,10,6,91,7
Home,37,74,6,14,20,27,9,34,43,22,20,5,19,1,100,-7
Road,30,88,10,22,10,12,15,37,52,22,15,4,13,4,80,1.5
Home,31,87,7,23,14,16,13,41,54,20,12,8,11,6,83,-1.5
Road,35,78,10,28,14,23,5,29,34,21,19,9,9,7,94,7.5
Home,39,80,9,17,20,26,10,42,52,24,16,6,14,2,107,-7.5
Road,33,83,9,29,22,28,13,41,54,17,22,9,18,6,97,4.5
Home,42,93,3,16,12,16,10,34,44,24,20,6,12,3,99,-4.5
Road,35,81,5,20,8,13,8,37,45,14,16,6,19,8,83,4
Home,36,86,6,28,18,20,7,38,45,22,13,13,12,6,96,-4
Road,41,72,11,21,18,27,9,36,45,28,19,12,18,0,111,-3.5
Home,28,72,6,22,14,20,6,24,30,16,24,8,19,3,76,3.5
Road,43,93,10,27,11,16,17,31,48,18,21,9,14,9,107,-7.5
Home,36,80,6,18,17,24,13,31,44,22,16,5,21,5,95,7.5
Road,42,107,9,31,31,39,17,50,67,28,22,10,18,11,124,-6
Home,49,114,12,33,9,16,11,40,51,32,30,7,15,9,119,6
Road,33,80,4,11,13,16,10,30,40,19,19,9,15,4,83,8.5
Home,34,70,7,20,15,23,7,32,39,16,23,9,16,8,90,-8.5
Road,39,78,18,37,27,30,7,34,41,23,24,5,13,5,123,3.5
Home,32,80,7,20,28,37,11,29,40,19,24,8,12,5,99,-3.5
Road,40,80,12,27,13,21,6,27,33,27,17,10,10,1,105,2.5
Home,39,79,16,27,13,18,7,34,41,21,18,9,16,0,107,-2.5
Road,38,87,7,19,25,29,8,35,43,22,27,5,10,8,108,1.5
Home,38,86,11,28,24,33,8,42,50,21,25,7,12,1,111,-1.5
Road,37,79,6,17,14,16,11,34,45,14,19,4,13,2,94,-3
Home,33,78,8,28,16,24,11,28,39,17,16,7,11,4,90,3
Road,36,88,9,25,6,10,9,27,36,20,21,7,15,5,87,16
Home,44,82,6,14,15,25,11,38,49,26,13,9,13,6,109,-16
Road,45,96,12,34,4,7,14,37,51,23,14,7,12,3,106,4.5
Home,36,83,13,35,11,18,8,32,40,21,9,8,9,7,96,-4.5
Road,43,86,8,24,11,18,7,33,40,28,21,12,12,0,105,-5.5
Home,35,79,5,19,25,30,12,34,46,17,22,5,16,2,100,5.5
Road,40,96,9,25,9,10,3,39,42,26,13,5,5,5,98,-1
Home,36,88,11,35,10,10,7,45,52,17,12,1,11,5,93,1
Road,41,82,3,16,11,18,5,28,33,17,16,7,16,2,96,1
Home,45,90,13,29,15,19,10,36,46,26,18,11,14,6,118,-1
Road,36,74,10,20,21,22,6,43,49,26,16,11,23,2,103,-3
Home,30,80,5,24,13,16,7,26,33,21,15,15,17,3,78,3
Road,40,89,6,16,8,11,5,36,41,26,22,9,10,6,94,6.5
Home,33,78,8,20,24,29,7,41,48,17,10,6,13,6,98,-6.5
Road,35,88,10,32,17,20,11,29,40,21,23,11,19,4,97,11.5
Home,47,90,15,33,17,28,15,37,52,32,15,16,16,7,126,-11.5
Road,44,85,14,29,12,15,4,35,39,33,22,6,13,6,114,6
Home,38,89,14,33,21,24,11,35,46,23,12,5,12,3,111,-6
Road,36,89,6,27,17,25,15,34,49,23,20,9,16,8,95,-9
Home,44,90,6,14,14,18,8,36,44,31,24,12,16,4,108,9
Road,39,75,9,21,25,28,7,27,34,17,22,3,11,3,112,2.5
Home,41,89,6,21,22,29,14,25,39,15,22,4,7,0,110,-2.5
Road,33,73,8,19,27,34,9,29,38,22,26,7,24,4,101,5
Home,39,87,10,30,20,24,12,26,38,28,26,16,14,8,108,-5
Road,40,77,7,19,10,14,5,28,33,23,21,10,13,3,97,4
Home,37,77,7,22,19,23,7,28,35,18,15,9,10,1,100,-4
Road,28,84,10,28,10,14,15,37,52,18,20,1,22,9,76,13
Home,32,78,7,22,25,34,8,33,41,14,15,11,8,9,96,-13
Road,39,94,8,22,12,20,16,28,44,14,24,6,11,2,98,9.5
Home,35,79,7,21,27,30,8,34,42,18,18,7,10,13,104,-9.5
Road,29,79,10,28,22,26,15,30,45,10,21,9,18,6,90,4.5
Home,41,86,10,22,14,16,10,34,44,14,21,8,14,3,106,-4.5
Road,41,76,9,21,14,20,7,36,43,24,18,12,16,3,105,-2
Home,31,80,7,19,13,16,9,30,39,23,19,5,17,0,82,2
Road,44,97,6,19,11,15,10,29,39,29,22,9,10,4,105,0
Home,37,89,6,19,23,31,15,39,54,17,21,8,18,0,103,0
Road,40,89,7,16,13,15,15,39,54,26,16,6,15,5,100,4
Home,33,84,8,33,14,15,7,30,37,25,21,7,14,4,88,-4
Road,38,92,11,31,9,13,9,27,36,19,17,6,11,8,96,13.5
Home,43,85,8,22,21,26,10,43,53,28,15,7,13,8,115,-13.5
Road,37,86,9,24,12,20,10,26,36,22,13,9,14,3,95,6
Home,44,78,10,15,14,15,6,33,39,26,18,8,17,5,112,-6
Road,33,80,9,25,19,27,12,35,47,19,23,9,16,5,94,4
Home,38,77,12,32,16,21,5,36,41,17,22,12,16,1,104,-4
Road,32,79,3,11,14,17,7,25,32,18,23,8,11,3,81,12.5
Home,42,75,9,21,25,27,9,39,48,24,17,6,11,2,118,-12.5
Road,41,87,18,40,8,11,5,21,26,26,22,14,11,1,108,-4
Home,42,82,8,25,22,25,15,37,52,26,15,8,18,5,114,4
Road,36,82,8,25,21,27,5,36,41,15,22,9,9,9,101,3
Home,35,81,13,32,22,29,10,40,50,28,21,7,15,5,105,-3
Road,36,78,8,23,9,10,6,40,46,17,17,5,14,7,89,-1.5
Home,28,87,9,32,12,14,12,29,41,18,11,6,10,6,77,1.5
Road,41,73,10,18,20,27,10,29,39,24,26,9,14,6,112,5
Home,36,77,4,10,24,31,10,21,31,21,24,6,9,6,100,-5
Road,34,82,12,39,17,23,7,29,36,22,28,17,21,3,97,2
Home,38,75,11,24,20,29,9,38,47,25,19,13,28,3,107,-2
Road,40,85,4,13,11,20,12,26,38,23,20,7,11,7,95,-2
Home,41,89,10,27,21,25,18,34,52,26,18,7,14,3,113,2
Road,33,90,8,33,7,10,11,36,47,16,16,2,11,3,81,3.5
Home,43,89,11,29,10,17,5,42,47,28,17,9,8,4,107,-3.5
Road,36,79,14,34,12,15,7,26,33,23,19,12,16,3,98,1.5
Home,43,77,14,24,13,15,4,36,40,28,15,12,17,4,113,-1.5
Road,40,75,7,21,17,24,8,37,45,16,13,4,12,6,104,-4
Home,42,89,4,16,10,14,10,25,35,24,18,6,6,3,98,4
Road,43,89,10,25,20,24,10,34,44,17,35,4,18,2,116,2.5
Home,38,78,11,21,32,43,7,29,36,13,22,5,11,4,119,-2.5
Road,42,101,4,21,14,14,16,34,50,21,23,12,7,2,102,4
Home,37,85,8,21,25,30,14,36,50,28,17,2,14,10,107,-4
Road,39,75,12,26,16,24,7,25,32,20,21,5,22,2,106,13.5
Home,48,78,10,21,21,24,2,23,25,32,21,11,12,7,127,-13.5
Road,32,76,5,19,16,28,5,36,41,27,20,6,13,5,85,4
Home,38,86,9,24,13,19,9,36,45,22,17,5,14,6,98,-4
Road,32,92,11,26,15,18,17,30,47,13,28,6,18,3,90,10
Home,38,79,2,14,28,37,14,37,51,13,20,6,18,8,106,-10
Road,35,84,3,15,22,25,10,28,38,22,18,6,12,4,95,10
Home,44,83,8,22,18,23,8,35,43,29,21,10,11,9,114,-10
Road,34,73,10,21,26,28,8,28,36,14,24,9,10,2,104,3
Home,32,67,7,20,23,29,5,29,34,17,20,4,12,4,94,-3
Road,41,91,5,22,16,18,7,34,41,28,20,11,20,4,103,13
Home,46,88,15,32,21,27,9,40,49,32,17,12,17,4,128,-13
Road,38,88,5,16,9,11,15,26,41,21,21,9,11,6,90,10
Home,36,75,11,21,20,24,10,30,40,25,10,7,14,4,103,-10
Road,35,97,9,39,20,28,9,37,46,18,22,7,8,10,99,1.5
Home,37,85,10,29,25,31,6,45,51,23,23,5,13,9,109,-1.5
Road,35,74,6,20,24,28,9,27,36,23,20,7,12,7,100,4
Home,41,88,12,29,10,13,16,26,42,29,22,6,16,1,104,-4
Road,34,88,12,31,27,42,23,31,54,22,17,9,13,8,107,-6.5
Home,36,84,5,24,10,18,13,33,46,22,27,5,14,5,87,6.5
Road,36,86,8,16,17,17,9,33,42,18,21,7,12,6,97,11.5
Home,37,89,7,28,23,26,14,38,52,17,15,4,11,4,104,-11.5
Road,32,73,11,32,19,26,7,35,42,21,23,3,19,2,94,5.5
Home,39,84,2,15,22,31,13,35,48,19,18,11,13,5,102,-5.5
Road,40,85,6,19,21,28,14,35,49,24,19,8,15,6,107,-5.5
Home,37,77,6,24,17,30,4,32,36,15,22,7,15,5,97,5.5
Road,41,88,4,20,23,29,9,33,42,23,28,11,12,4,109,4.5
Home,34,77,10,23,23,31,6,37,43,19,25,5,21,2,101,-4.5
Road,41,80,8,21,18,22,6,32,38,18,12,11,7,5,108,3
Home,35,74,9,25,15,17,4,30,34,19,19,4,13,6,94,-3
Road,56,124,8,29,27,46,19,45,64,28,35,7,11,4,147,4.5
Home,50,120,5,22,39,44,20,42,62,21,35,5,16,9,144,-4.5
Road,38,81,7,23,12,17,8,23,31,22,19,10,12,2,95,-1.5
Home,39,82,6,18,15,16,14,35,49,25,19,2,18,6,99,1.5
Road,36,72,10,24,25,40,6,31,37,23,22,6,10,8,107,8
Home,43,87,10,19,19,24,10,34,44,25,30,7,8,4,115,-8
Road,30,80,6,17,22,24,10,29,39,13,19,11,12,3,88,3
Home,34,78,10,29,19,21,11,39,50,27,17,7,19,4,97,-3
Road,31,79,6,28,20,25,15,29,44,15,20,10,14,4,88,5.5
Home,34,73,10,25,19,25,5,34,39,15,19,8,14,1,97,-5.5
Road,26,71,4,22,32,38,10,26,36,13,23,8,21,7,88,4
Home,44,84,6,16,10,17,12,33,45,22,27,10,19,2,104,-4
Road,42,91,4,18,24,28,14,27,41,25,29,6,16,7,112,18
Home,42,87,9,26,28,37,15,31,46,31,22,7,15,4,121,-18
Road,30,86,8,28,10,17,8,24,32,14,20,10,14,2,78,15.5
Home,46,84,9,19,17,25,12,44,56,28,14,6,15,3,118,-15.5
Road,39,93,10,33,13,16,18,33,51,23,20,8,17,4,101,-1
Home,40,79,9,20,20,23,5,33,38,26,14,10,14,4,109,1
Road,37,94,5,21,12,17,18,29,47,17,20,7,13,1,91,-2.5
Home,41,82,5,20,20,24,10,33,43,19,15,6,11,2,107,2.5
Road,34,86,11,38,18,29,7,31,38,21,36,10,12,6,97,1
Home,34,76,8,25,31,49,13,42,55,22,29,7,15,7,107,-1
Road,30,77,5,28,19,25,13,32,45,12,20,8,17,2,84,1
Home,37,83,5,19,17,21,9,37,46,21,20,9,9,6,96,-1
Road,38,80,3,12,21,24,7,39,46,29,21,12,13,5,100,1.5
Home,32,78,5,21,16,20,6,33,39,26,20,7,14,2,85,-1.5
Road,39,80,13,34,18,22,10,32,42,23,24,7,19,0,109,5
Home,43,75,12,23,18,26,5,25,30,26,14,11,11,7,116,-5
Road,30,86,5,24,21,30,16,33,49,15,22,6,19,2,86,17
Home,40,85,11,25,17,21,6,34,40,25,19,11,10,6,108,-17
Road,41,79,5,16,14,24,6,31,37,25,23,8,13,6,101,6
Home,33,74,8,18,21,24,6,33,39,18,22,8,20,2,95,-6
Road,39,78,11,22,14,20,8,33,41,25,21,6,19,7,103,1.5
Home,38,81,4,12,20,24,8,28,36,27,22,16,13,5,100,-1.5
Road,40,76,9,21,15,24,5,37,42,26,19,8,15,8,104,4.5
Home,35,94,8,29,16,17,13,36,49,12,18,8,12,3,94,-4.5
Road,44,78,11,24,31,39,7,29,36,24,22,4,10,11,130,-1
Home,45,96,17,35,18,22,13,26,39,26,25,5,5,4,125,1
Road,37,91,7,22,18,22,13,33,46,24,16,8,15,3,99,2.5
Home,42,83,14,24,15,17,4,34,38,31,19,9,11,5,113,-2.5
Road,36,79,2,13,25,32,6,30,36,20,19,9,12,6,99,7.5
Home,46,89,12,25,9,16,12,38,50,34,22,6,16,9,113,-7.5
Road,44,86,10,22,9,11,8,25,33,19,17,8,9,3,107,1.5
Home,39,76,7,24,14,16,9,30,39,21,14,5,15,6,99,-1.5
Road,38,81,5,24,16,22,14,36,50,24,20,5,18,4,97,7
Home,37,77,9,29,23,28,2,29,31,21,17,8,10,1,106,-7
Road,43,94,7,20,12,14,15,36,51,26,13,9,14,4,105,9.5
Home,43,95,9,26,7,13,15,30,45,32,15,8,13,8,102,-9.5
Road,29,83,12,41,25,31,9,26,35,20,27,8,11,3,95,2.5
Home,33,71,7,28,29,41,9,40,49,18,33,3,19,4,102,-2.5
Road,38,90,7,19,9,15,13,35,48,21,15,5,14,3,92,8.5
Home,46,89,6,20,8,9,7,38,45,27,14,8,9,7,106,-8.5
Road,31,79,7,24,20,22,9,31,40,12,26,3,13,0,89,3.5
Home,36,79,9,25,29,37,11,36,47,16,16,8,10,6,110,-3.5
Road,40,85,4,17,16,20,10,34,44,21,16,10,11,4,100,1
Home,41,87,7,22,10,14,10,35,45,21,15,7,13,3,99,-1
Road,40,85,5,15,19,24,9,27,36,26,23,16,12,3,104,-10.5
Home,31,66,7,23,21,32,10,32,42,19,21,6,26,3,90,10.5
Road,35,78,15,30,8,14,12,31,43,16,11,3,16,3,93,3.5
Home,39,88,4,18,10,12,11,29,40,13,12,9,5,7,92,-3.5
Road,40,92,11,29,8,11,4,30,34,23,25,8,6,7,99,4
Home,35,74,12,26,21,27,10,43,53,20,19,4,17,4,103,-4
Road,40,84,7,26,24,32,11,29,40,17,21,6,11,6,111,3.5
Home,41,90,9,25,16,19,13,31,44,26,24,2,12,5,107,-3.5
Road,36,85,7,29,23,26,10,39,49,25,23,9,13,4,102,2.5
Home,29,81,8,28,23,32,12,32,44,19,18,6,16,6,89,-2.5
Road,32,82,5,16,15,16,9,35,44,19,17,5,11,7,84,11
Home,32,83,5,22,22,25,14,34,48,23,15,6,7,4,91,-11
Road,46,89,4,23,12,16,6,43,49,28,16,6,16,4,108,6
Home,41,89,12,32,12,20,6,32,38,20,16,14,11,4,106,-6
Road,41,83,7,29,12,17,9,27,36,19,18,5,11,6,101,1
Home,44,84,7,16,9,13,11,31,42,26,15,5,12,3,104,-1
Road,33,72,3,17,22,32,6,29,35,12,17,13,8,7,91,-1.5
Home,37,82,11,25,15,19,12,32,44,26,23,3,14,2,100,1.5
Road,45,82,16,34,13,15,5,29,34,27,18,3,17,4,119,-3.5
Home,51,101,10,19,6,14,15,28,43,32,17,9,11,4,118,3.5
Road,38,89,7,21,17,33,13,33,46,18,20,7,14,9,100,5.5
Home,43,89,6,20,15,20,10,32,42,25,25,8,13,4,107,-5.5
Road,37,81,7,20,19,29,13,28,41,24,14,12,22,7,100,10
Home,51,85,5,12,6,8,5,29,34,34,22,14,16,12,113,-10
Road,44,82,10,24,10,14,14,33,47,24,14,7,15,9,108,-9.5
Home,30,72,3,10,20,25,8,23,31,19,17,5,13,2,83,9.5
Road,33,95,7,28,16,24,22,36,58,16,22,7,13,7,89,8.5
Home,41,85,13,31,20,23,8,41,49,27,17,5,11,8,115,-8.5
Road,42,91,14,35,6,13,13,37,50,26,20,6,17,7,104,9
Home,36,87,13,25,11,17,12,34,46,21,19,9,16,2,96,-9
Road,33,80,7,20,12,14,12,28,40,14,18,9,19,3,85,14.5
Home,39,83,9,23,16,16,9,31,40,26,11,10,15,9,103,-14.5
Road,51,95,5,19,13,17,19,42,61,23,17,7,15,13,120,-12
Home,32,89,7,25,14,22,12,23,35,19,18,6,10,5,85,12
Road,36,90,6,20,10,11,7,38,45,19,20,10,17,3,88,5.5
Home,35,88,6,26,18,27,11,46,57,19,15,10,17,5,94,-5.5
Road,40,92,7,18,18,20,16,37,53,22,19,8,16,6,105,8.5
Home,37,96,6,24,16,23,18,30,48,20,15,12,13,3,96,-8.5
Road,30,95,5,30,18,25,17,38,55,12,22,6,11,4,83,6.5
Home,32,78,5,18,20,27,8,41,49,21,19,7,16,10,89,-6.5
Road,36,88,5,20,7,8,14,33,47,24,20,11,15,4,84,-6
Home,32,74,7,15,17,26,8,34,42,23,17,8,17,2,88,6
Road,38,85,10,26,8,11,8,37,45,22,20,10,16,3,94,-12
Home,32,77,7,23,13,25,6,34,40,17,13,10,15,2,84,12
Road,42,84,12,27,15,22,7,32,39,32,20,10,11,5,111,-2.5
Home,43,89,5,17,5,16,16,34,50,24,22,8,19,5,96,2.5
Road,42,81,13,29,14,19,9,35,44,31,17,7,8,10,111,-2.5
Home,34,81,6,14,16,18,9,29,38,25,17,3,13,5,90,2.5
Road,37,90,7,19,11,21,16,32,48,21,24,9,13,5,92,3
Home,28,69,14,32,28,32,7,36,43,21,24,10,16,13,98,-3
Road,38,77,10,20,22,23,9,29,38,22,10,5,8,4,108,3.5
Home,43,79,9,19,6,13,9,25,34,31,18,7,9,2,101,-3.5
Road,38,84,15,33,17,20,10,25,35,21,20,8,10,3,108,1
Home,38,75,13,24,21,26,8,32,40,25,17,5,15,8,110,-1
Road,39,81,7,24,13,17,12,30,42,25,15,6,22,8,98,6.5
Home,47,88,8,24,15,18,10,27,37,33,17,13,9,4,117,-6.5
Road,39,84,4,23,17,23,11,36,47,20,24,6,14,1,99,1
Home,35,91,6,25,17,25,18,33,51,16,24,11,15,2,93,-1
Road,40,80,9,26,13,14,10,29,39,25,13,10,21,2,102,-4
Home,35,75,4,12,14,18,9,24,33,22,16,14,21,2,88,4
Road,42,78,8,21,19,26,13,28,41,20,23,7,17,7,111,4
Home,40,87,16,33,22,28,16,26,42,24,25,10,11,1,118,-4
Road,38,86,5,18,5,6,8,28,36,25,16,6,15,3,86,14.5
Home,39,81,7,10,16,17,10,31,41,21,10,11,11,12,101,-14.5
Road,38,79,12,27,23,27,8,40,48,20,26,9,21,8,111,12
Home,34,88,10,27,26,34,12,29,41,17,26,10,14,3,104,-12
Road,38,79,13,26,20,24,7,27,34,24,23,9,12,6,109,0
Home,36,74,10,27,22,27,8,28,36,18,22,7,16,4,104,0
Road,28,77,11,31,9,15,9,33,42,21,20,4,17,2,76,-6
Home,41,89,9,22,14,19,10,39,49,28,12,9,8,3,105,6
Road,32,84,8,29,24,32,18,28,46,16,18,6,13,5,96,11.5
Home,45,80,6,16,16,22,7,34,41,30,22,11,10,4,112,-11.5
Road,33,89,4,19,21,24,13,35,48,15,23,6,13,4,91,7.5
Home,36,85,8,20,20,29,12,39,51,18,24,5,10,4,100,-7.5
Road,46,94,9,25,11,15,17,20,37,24,18,6,10,2,112,16
Home,48,83,8,15,18,21,13,30,43,27,17,5,14,5,122,-16
Road,38,92,10,33,12,16,14,38,52,19,23,13,18,5,98,7
Home,30,76,9,24,25,31,7,36,43,22,22,10,22,5,94,-7
Road,35,85,9,29,19,23,6,35,41,24,17,7,11,4,98,12.5
Home,43,89,6,25,16,22,7,39,46,28,16,7,10,6,108,-12.5
Road,31,74,6,25,19,25,8,36,44,16,16,9,20,6,87,2
Home,38,87,7,26,10,18,11,29,40,9,20,16,14,3,93,-2
Road,37,83,5,20,10,15,10,32,42,23,15,5,13,5,89,4.5
Home,45,82,7,17,7,11,4,33,37,28,14,7,9,1,104,-4.5
Road,41,78,7,23,19,25,3,34,37,23,18,11,16,4,108,1
Home,34,87,7,24,16,24,13,32,45,19,18,10,16,3,91,-1
Road,36,82,12,23,27,36,16,34,50,20,24,8,13,3,111,9
Home,36,78,10,24,23,30,11,31,42,20,23,9,14,8,105,-9
Road,38,88,6,20,15,24,11,35,46,23,19,5,7,5,97,2
Home,40,87,8,21,16,24,11,38,49,23,15,4,10,10,104,-2
Road,38,79,4,14,13,15,9,43,52,14,22,4,17,5,93,6.5
Home,38,84,10,22,17,26,6,28,34,25,15,9,4,2,103,-6.5
Road,39,82,3,11,14,24,6,26,32,25,29,12,15,4,95,15
Home,37,72,5,17,22,28,5,31,36,25,18,5,16,5,101,-15
Road,33,71,17,41,18,25,10,27,37,21,18,8,17,8,101,-9
Home,36,79,11,25,14,20,14,30,44,20,23,8,16,1,97,9
Road,36,86,5,21,14,19,8,29,37,20,27,8,18,9,91,9.5
Home,28,84,7,26,32,36,15,38,53,13,18,11,15,9,95,-9.5
Road,37,95,13,31,16,28,13,35,48,23,21,10,14,4,103,13
Home,43,89,20,42,16,24,13,46,59,33,25,12,18,8,122,-13
Road,37,89,10,27,12,17,15,24,39,21,14,6,10,4,96,-1.5
Home,43,79,8,16,14,17,6,30,36,23,18,5,10,8,108,1.5
Road,43,99,14,41,21,25,17,28,45,27,24,10,12,7,121,3
Home,39,72,11,20,26,39,7,39,46,23,21,6,19,4,115,-3
Road,35,79,11,29,9,18,8,30,38,23,22,5,14,6,90,4.5
Home,38,87,4,15,19,20,16,30,46,25,18,4,8,6,99,-4.5
Road,49,100,10,16,15,22,18,29,47,29,26,6,14,5,123,13
Home,43,86,8,22,37,40,11,30,41,21,19,12,11,7,131,-13
Road,38,86,4,22,13,22,9,35,44,17,16,12,12,3,93,-8
Home,37,89,5,24,8,11,12,40,52,18,19,8,18,6,87,8
Road,37,71,15,30,33,41,8,31,39,27,26,7,12,7,122,-1.5
Home,38,88,9,30,32,36,17,25,42,20,26,8,11,3,117,1.5
Road,35,83,3,20,20,22,11,26,37,23,18,12,12,6,93,7.5
Home,36,82,9,26,19,21,17,33,50,21,18,6,16,4,100,-7.5
Road,43,94,9,19,17,23,13,39,52,22,22,5,10,2,112,12.5
Home,38,88,7,27,21,25,9,36,45,23,20,7,10,5,104,-12.5
Road,35,87,8,22,13,17,8,36,44,24,27,8,10,4,91,6
Home,28,82,6,24,32,39,15,40,55,14,16,5,16,6,94,-6
Road,37,97,7,22,19,24,16,30,46,18,21,14,12,7,100,3
Home,37,86,6,18,22,27,14,39,53,15,19,6,21,10,102,-3
Road,28,80,10,39,14,20,15,29,44,15,24,8,19,8,80,1
Home,36,77,5,10,17,27,13,34,47,27,16,13,10,3,94,-1
Road,33,81,7,19,18,24,8,29,37,20,18,9,12,0,91,-8.5
Home,42,82,14,27,16,20,12,40,52,20,19,6,15,4,114,8.5
Road,32,81,5,18,10,18,8,28,36,18,23,6,15,3,79,15
Home,43,76,6,14,20,33,6,40,46,26,16,13,13,5,112,-15
Road,37,87,12,27,17,19,12,32,44,20,16,9,14,5,103,6.5
Home,41,87,12,32,16,20,12,35,47,22,18,8,14,6,110,-6.5
Road,40,94,9,31,21,34,16,37,53,23,28,10,13,9,110,8.5
Home,36,74,8,25,25,41,7,39,46,23,26,5,22,5,105,-8.5
Road,45,77,6,14,24,35,6,28,34,18,25,12,16,10,120,7.5
Home,41,82,13,30,21,26,7,28,35,27,25,9,19,6,116,-7.5
Road,35,86,5,14,15,19,6,30,36,22,24,9,15,3,90,7
Home,41,86,14,35,19,28,12,40,52,24,16,7,16,3,115,-7
Road,43,84,11,23,17,27,12,31,43,35,20,8,18,5,114,1.5
Home,36,78,12,30,26,29,4,29,33,21,22,13,15,5,110,-1.5
Road,35,90,10,34,15,19,13,34,47,24,14,8,12,6,95,2
Home,36,82,7,25,10,15,5,37,42,21,22,6,15,3,89,-2
Road,43,82,8,20,12,13,11,26,37,24,24,10,16,3,106,14.5
Home,42,80,7,21,19,24,12,25,37,29,14,12,13,5,110,-14.5
Road,35,78,16,36,10,14,8,31,39,19,16,1,10,0,96,1.5
Home,43,86,15,33,8,11,12,30,42,19,18,7,5,5,109,-1.5
Road,40,85,5,20,6,8,7,32,39,29,13,6,15,4,91,2.5
Home,43,92,8,26,9,10,12,34,46,25,11,11,9,5,103,-2.5
Road,32,88,7,31,11,14,13,27,40,22,11,6,9,3,82,3
Home,46,82,8,18,6,9,8,42,50,24,16,4,12,1,106,-3
Road,34,85,10,32,16,18,14,29,43,15,16,7,10,7,94,6.5
Home,36,91,15,33,17,18,20,34,54,21,19,6,13,4,104,-6.5
Road,31,84,6,19,13,17,11,31,42,16,25,3,11,7,81,6.5
Home,39,85,10,16,20,25,14,40,54,27,19,4,7,9,108,-6.5
Road,31,84,4,24,18,25,13,37,50,21,21,6,16,10,84,4
Home,33,87,5,16,22,29,13,37,50,17,17,11,10,6,93,-4
Road,38,93,3,18,21,22,14,36,50,23,21,5,14,2,100,9.5
Home,34,88,7,32,22,28,16,35,51,17,24,8,14,4,97,-9.5
Road,43,83,10,29,23,28,4,21,25,27,28,9,16,7,119,7
Home,53,87,9,23,27,34,10,36,46,30,23,9,14,2,142,-7
Road,35,79,9,23,30,37,10,43,53,20,27,2,12,15,109,-5.5
Home,29,84,6,22,26,34,7,27,34,18,27,7,4,7,90,5.5
Road,33,93,3,20,13,23,12,36,48,17,18,5,10,2,82,4.5
Home,33,73,7,18,21,29,6,41,47,11,22,7,13,9,94,-4.5
Road,29,76,6,25,15,17,5,40,45,16,29,1,14,2,79,8
Home,34,82,12,37,24,39,12,41,53,24,17,6,4,1,104,-8
Road,32,75,8,16,23,28,11,37,48,20,18,7,13,5,95,2
Home,33,84,3,14,16,24,16,31,47,19,18,10,16,6,85,-2
Road,40,83,6,20,19,24,9,44,53,19,19,8,19,2,105,4
Home,36,83,10,26,16,19,3,30,33,20,17,10,13,2,98,-4
Road,37,74,9,22,20,33,8,29,37,26,20,7,15,4,103,11
Home,45,86,13,24,18,19,8,31,39,31,22,9,11,2,121,-11
Road,33,81,7,18,14,26,8,32,40,17,24,8,11,4,87,-1.5
Home,31,75,9,27,21,28,9,39,48,17,24,4,16,7,92,1.5
Road,44,105,5,30,15,23,24,28,52,27,23,7,13,0,108,15
Home,43,86,10,28,15,23,9,38,47,34,22,9,13,5,111,-15
Road,41,89,9,23,8,17,9,24,33,30,21,8,12,4,99,12.5
Home,49,81,12,23,20,25,6,41,47,28,17,7,14,6,130,-12.5
Road,37,84,8,26,15,20,8,24,32,26,14,11,15,5,97,-3.5
Home,44,88,11,26,12,14,12,34,46,27,19,8,16,7,111,3.5
Road,42,82,9,21,22,25,8,34,42,23,18,4,11,8,115,3.5
Home,42,92,13,31,16,19,13,24,37,21,19,6,8,8,113,-3.5
Road,39,86,9,23,10,12,9,45,54,27,15,8,12,11,97,1.5
Home,31,91,4,30,9,13,11,34,45,19,12,5,10,2,75,-1.5
Road,40,78,10,23,22,32,7,34,41,23,34,4,10,3,112,-1.5
Home,34,80,7,22,31,48,15,26,41,20,25,7,8,6,106,1.5
Road,32,89,6,27,7,9,9,36,45,16,20,8,14,4,77,-1
Home,38,84,8,22,13,17,9,45,54,26,16,8,15,7,97,1
Road,36,73,8,19,20,29,8,18,26,24,19,9,9,5,100,7
